dia_semana,ano,data,adversario,publico_pagante,publico_presente,renda_bruta,estadio,campeonato,placar,horario
"sábado,",2021,19 de junho,Cruzeiro,0,0,"R$ 0,00",Germano Kruger,5ª rodadas do Campeonato Brasileiro B 2021,2 × 1,às 19:00
"quinta-feira,",2021,24 de junho,Vasco,0,0,"R$ 0,00",Mineirão,6ª rodada do Campeonato Brasileiro B 2021,2 × 1,às 21:30
"domingo,",2021,27 de junho,Cruzeiro,0,0,"R$ 0,00",Rei Pelé,7ª rodada do Campeonato Brasileiro B 2021,2 × 1,às 20:30
"quarta-feira,",2021,30 de junho,Guarani,0,0,"R$ 0,00",Mineirão,8ª rodada do Campeonato Brasileiro B 2021,3 × 3,às 19:0
"sábado,",2021,3 de julho,Cruzeiro,0,0,"R$ 0,00",Bento Freitas,9ª rodada do Campeonato Brasileiro 2021,0 × 0,às 19:00
"terça-feira,",2021,6 de julho,Coritiba,0,0,"R$ 0,00",Mineirão,10ª rodada do Campeonato Brasileiro B 2021,0 × 0,às 19:00
"sábado,",2021,10 de julho,Cruzeiro,0,0,"R$ 0,00",Nilton Santos,11ª rodada do Campeonato Brasileiro B 2021,3 × 3,às 16:30
"sábado,",2021,17 de julho,Avaí,0,0,"R$ 0,00",Mineirão,12ª rodada do Campeonato Brasileiro B 2021,0 × 3,às 16:30
"terça-feira,",2021,20 de julho,Cruzeiro,0,0,"R$ 0,00",Baenão,13ª rodada do Campeonato Brasileiro B 2021,1 × 0,às 19:00
"sábado,",2021,24 de julho,Cruzeiro,0,0,"R$ 0,00",OBA,14ª rodada do Campeonato Brasileiro B 2021,0 × 0,às 16:30
"sexta-feira,",2021,30 de julho,Londrina,0,0,"R$ 0,00",Mineirão,15ª rodada do Campeonato Brasileiro B 2021,2 × 2,às 21:30
"sábado,",2021,7 de agosto,Cruzeiro,0,0,"R$ 0,00",Augusto Bauer,16ª rodada do Campeonato Brasileiro B 2021,1 × 2,às 11:00
"quarta-feira,",2021,11 de agosto,Vitória,0,0,"R$ 0,00",Independência,17ª rodada do Campeonato Brasileiro B 2021,2 × 2,às 19:00
"sábado,",2021,14 de agosto,Sampaio Corrêa,0,0,"R$ 0,00",Independência,18ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 16:30
"terça-feira,",2021,17 de agosto,Cruzeiro,0,0,"R$ 0,00",Estádio dos Aflitos,19ª rodada do Campeonato Brasileiro B 2021,0 × 1,às 19:00
"sexta-feira,",2021,20 de agosto,Confiança,4.324 (2.280 sócios),4.730,"R$ 234.165,00",Mineirão,20ª rodada do Campeonato Brasileiro B 2021,1 × 0,às 21:30
"domingo,",2021,29 de agosto,Cruzeiro,0,0,"R$ 0,00",Rei Pelé,21ª rodada do Campeonato Brasileiro B 2021,0 × 0,às 16:00
"terça-feira,",2021,7 de setembro,Cruzeiro,0,0,"R$ 0,00",Hailé Pinheiro,22ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 21:30
"sábado,",2021,11 de setembro,Ponte Preta,4.197 (1.422 sócios),4.467,"R$ 131.315,00",Arena Buser,23ª rodada do Campeonato Brasileiro B 2021,1 × 0,às 11:00
"quinta-feira,",2021,16 de setembro,Operário-PR,4.851 (2.429 sócios),5.373,"R$ 151.260,00",Arena Buser,24ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 19:00
"domingo,",2021,19 de setembro,Cruzeiro,309,Não disponível,"R$ 34.625,00",São Januário,25ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 16:00
"domingo,",2021,26 de setembro,CSA,5.481 (1.401 sócios),5.979,"R$ 204.550,00",Independência,26ª rodada do Campeonato Brasileiro B 2021,1 × 2,às 16:00
"quarta-feira,",2021,29 de setembro,Cruzeiro,0,0,"R$ 0,00",Brinco de Ouro,27ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 19:00
"domingo,",2021,3 de outubro,Brasil de Pelotas,1.573 (125 sócios),1.953,"R$ 59.000,00",Independência,28ª rodada do Campeonato Brasileiro B 2021,2 × 0,às 11:00
"sexta-feira,",2021,8 de outubro,Cruzeiro,0,0,"R$ 0,00",Couto Pereira,29ª rodada do Campeonato Brasileiro 2021,0 × 3,às 21:30
"terça-feira,",2021,12 de outubro,Botafogo,4.917 (1.159 sócios),5.297,"R$ 141.530,00",Independência,30ª rodada do Campeonato Brasileiro B 2021,0 × 0,às 21:30
"sexta-feira,",2021,22 de outubro,Cruzeiro,1.503,4.151,"R$ 105.850,00",Ressacada,31ª rodada do Campeonato Brasileiro 2021,1 × 0,às 21:30
"quinta-feira,",2021,28 de outubro,Remo,2.378 (920 sócios),2.792,"R$ 68.260,00",Independência,32ª rodada do Campeonato Brasileiro B 2021,1 × 3,às 21:30
"segunda-feira,",2021,1 de novembro,Vila Nova,2.320 (728 sócios),2.863,"R$ 62.390,00",Independência,33ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 19:0
"sexta-feira,",2021,5 de novembro,Cruzeiro,3.750,Não disponível,"R$ 63.750,00",Estádio do Café,34ª rodada do Campeonato Brasileiro B 2021,0 × 1,às 21:30
"terça-feira,",2021,9 de novembro,Brusque,32.979 (2.130 sócios),34.687,"R$ 834.995,00",Mineirão,35ª rodada do Campeonato Brasileiro B 2021,2 × 0,às 21:30
"domingo,",2021,14 de novembro,Cruzeiro,16.991,18.063,"R$ 242.556,00",Barradão,36ª rodada do Campeonato Brasileiro B 2021,3 × 0,às 19:00
"quinta-feira,",2021,18 de novembro,Cruzeiro,1.959,2.293,"R$ 28.450,00",Castelão-MA,37ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 21:00
"quinta-feira,",2021,25 de novembro,Náutico,57.865 (6.704 sócios),60.700,"R$ 1.347.180,00",Mineirão,38ª rodada do Campeonato Brasileiro B 2021,0 × 0,às 20:00
"quarta-feira,",2022,26 de janeiro,URT,6.597 (3.989 sócios),7.413,"R$ 154.984,00",Independência,1ª rodada do Campeonato Mineiro 2022,3 × 0,às 17:00
"domingo,",2022,30 de janeiro,Cruzeiro,1.927,2.297,"R$ 135.240,00",Joaquim Portugal,2ª rodada do Campeonato Mineiro 2022,0 × 1,às 14:00
"quarta-feira,",2022,2 de fevereiro,América-MG,16.772 (13.696 sócios),18.835,"R$ 484.652,00",Mineirão,3ª rodada do Campeonato Mineiro 2022,0 × 2,às 21:30
"sábado,",2022,5 de fevereiro,Cruzeiro,2.848,3.436,"R$ 102.225,00",Ronaldão,4ª rodada do Campeonato Mineiro 2022,1 × 2,às 16:30
"quarta-feira,",2022,9 de fevereiro,Democrata-GV,10.661 (9.397 sócios),12.311,"R$ 246.620,00",Mineirão,5ª rodada do Campeonato Mineiro 2022,1 × 0,às 19:30
"sábado,",2022,12 de fevereiro,Cruzeiro,1.350,1.761,"R$ 40.500,00",Almeidão-MG,6ª rodada do campeonato Mineiro 2022,0 × 3,às 19:00
"quinta-feira,",2022,17 de fevereiro,Uberlândia,7.656 (1.544 sócios),9.039,"R$ 215.380,00",Independência,7ª rodada do Campeonato Mineiro 2022,2 × 1,às 19:00
"domingo,",2022,20 de fevereiro,Villa Nova-MG,18.098 (1.923 sócios),19.616,"R$ 507.168,00",Independência,8ª rodada do Campeonato Mineiro 2022,2 × 2,às 11:00
"quarta-feira,",2022,23 de fevereiro,Cruzeiro,1.472,1.472,"R$ 76.060,00",Batistão,Jogo único - 1ª fase da Copa do Brasil 2022,0 × 5,às 21:30
"domingo,",2022,6 de março,Cruzeiro,46.546,53.328,"R$ 2.479.840,13",Mineirão,9ª rodada do Campeonato Mineiro 2022,2 × 1,às 18:00
"domingo,",2022,13 de março,Pouso Alegre,20.657 (2.198 sócios),23.347,"R$ 581.663,00",Mineirão,10ª rodada do Campeonato Mineiro 2022,5 × 1,às 17:30
"quarta-feira,",2022,16 de março,Cruzeiro,2.625,2.954,"R$ 90.625,00",Rafael Seabra,Jogo único - 2ª fase da Copa do Brasil 2022,0 × 3,às 20:30
"sábado,",2022,19 de março,Cruzeiro,2.260,2.745,"R$ 127.800,00",Pedro Alves do Nascimento,11ª rodada do Campeonato Mineiro 2022,2 × 1,às 16:30
"terça-feira,",2022,22 de março,Athletic-MG,19.204 (2.709 sócios),22.340,"R$ 573.031,50",Mineirão,Jogo de ida - Semi-Final do Campeonato Mineiro 2022,2 × 0,às 20:30
"sábado,",2022,26 de março,Cruzeiro,13.415,15.920,"R$ 573.031,50",Mineirão,Jogo de volta - Semi-Final do Campeonato Mineiro 2022,1 × 2,às 16:30
"sábado,",2022,2 de abril,Cruzeiro,48.049,53.572,"R$ 4.851.600,00",Mineirão,Jogo único - Final do Campeonato Mineiro 2022,3 × 1,às 16:30
"sexta-feira,",2022,9 de abril,Cruzeiro,15.214,15.214,"R$ 284.379,50",Fonte Nova,1ª rodada do Campeonato Brasileiro B 2022,2 × 0,às 21:30
"terça-feira,",2022,12 de abril,Brusque,16.387 (10.622 sócios),19.115,"R$ 542.074,50",Mineirão,2ª rodada do Campeonato Brasileiro B 2022,1 × 0,às 21:30
"terça-feira,",2022,19 de abril,Cruzeiro,11.579,12.577,"R$ 391,84",Baenão,Jogo de ida - 3ª fase da Copa do Brasil 2022,2 × 1,às 21:30
"sábado,",2022,23 de abril,Cruzeiro,3.124,3.433,"R$ 187.440,00",Soares de Azevedo,3ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 19:00
"terça-feira,",2022,26 de abril,Londrina,10.908 (8.776 sócios),14.074,"R$ 316.889,00",Mineirão,4ª rodada do Campeonato Brasileiro 2022,1 × 0,às 21:30
"sábado,",2022,30 de abril,Cruzeiro,3.087,3.270,"R$ 87.010,00",Arena Condá,5ª rodada do Campeonato Brasileiro B 2022,0 × 2,às 19:00
"domingo,",2022,8 de maio,Grêmio,19.893 (18.496 sócios),21.831,"R$ 630.159,00",Independência,6ª rodada do Campeonato Brasileiro B 2022,1 × 0,às 16:00
"quinta-feira,",2022,12 de maio,Remo,20.217 (18.757 sócios),22.158,"R$ 607.930,50",Independência,Jogo de volta - 3ª fase da Copa do Brasil 2022,1 × 0,às 19:30
"domingo,",2022,15 de maio,Cruzeiro,3.588,6.542,"R$ 121.366,00",Estádio dos Aflitos,7ª rodada do Campeonato Brasileiro B 2022,0 × 1,às 16:00
"domingo,",2022,22 de maio,Sampaio Corrêa,53.460 (39.213 sócios),58.397,"R$ 2.466.489,50",Mineirão,8ª rodada do Campeonato Brasileiro B 2022,2 × 0,às 11:00
"sexta-feira,",2022,27 de maio,Cruzeiro,13.980,15.230,"R$ 406.540,00",Heriberto Hülse,9ª rodada do Campeonato Brasileiro B 2022,0 × 1,às 21:30
"sexta-feira,",2022,3 de junho,Cruzeiro,3.910,3.910,"R$ 104.522,50",Germano Krüger,10ª rodada do Campeonato Brasileiro B 2022,1 × 2,às 21:30
"quarta-feira,",2022,8 de junho,CRB,38.179 (16.688 sócios),42.004,"R$ 1.498.743,50",Mineirão,11ª rodada do Campeonato Brasileiro B 2022,2 × 0,às 19:00
"domingo,",2022,12 de junho,Cruzeiro,58.659,63.609,"R$ 2.284.230,50",Maracanã,12ª rodada do Campeonato Brasileiro B 2022,1 × 0,às 16:00
"quinta-feira,",2022,16 de junho,Ponte Preta,54.529 (35.275 sócios),58.076,"R$ 2.378.469,50",Mineirão,13ª rodada do Campeonato Brasileiro B 2022,2 × 0,às 16:00
"quinta-feira,",2022,23 de junho,Cruzeiro,43.521,46.325,"R$ 1.333.727,50",Maracanã,Jogo de ida - Oitavas de final da Copa do Brasil 2022,2 × 1,às 19:00
"terça-feira,",2022,28 de junho,Sport,34.909 (13.517 sócios),39.032,"R$ 1.008.670,50",Mineirão,15ª rodada do Campeonato Brasileiro B 2022,2 × 1,às 21:30
"sexta-feira,",2022,1 de julho,Vila Nova,30.989 (12.499 sócios),34.957,"R$ 951.228,50",Mineirão,16ª rodada do Campeonato Brasileiro B 2022,2 × 0,às 21:30
"terça-feira,",2022,5 de julho,Cruzeiro,5.890,5.890,"R$ 144.500,00",Novelli Júnior,14ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 19:00
"sábado,",2022,10 de julho,Cruzeiro,6.103,6.795,"R$ 257.600,00",Brinco de Ouro,17ª rodada do Campeonato Brasileiro B 2022,1 × 0,às 11:00
"terça-feira,",2022,12 de julho,Fluminense,52.799 (2.703 sócios),58.844,"R$ 2.674.320,00",Mineirão,Jogo de volta - Oitavas de final da Copa do Brasil 2022,0 × 3,às 21:00
"domingo,",2022,17 de julho,Novorizontino,41.440 (28.061 sócios),46.980,"R$ 1.453.852,00",Mineirão,18ª rodada do Campeonato Brasileiro B 2022,2 × 1,às 16:00
"quarta-feira,",2022,20 de julho,Cruzeiro,7.750,12.134,"R$ 89.052,00",Rei Pelé,19ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 19:00
"sábado,",2022,23 de julho,Bahia,44.288 (2.482 sócios),49.066,"R$ 1.649.181,04",Mineirão,20ª rodada do Campeonato Brasileiro B 2022,1 × 0,às 16:00
"sábado,",2022,30 de julho,Cruzeiro,4.367,4.645,"R$ 143.135,00",Augusto Bauer,21ª rodada do Campeonato Brasileiro B 2022,0 × 0,às 11:00
"sábado,",2022,6 de agosto,Tombense,37.508 (26.426 sócios),42.274,"R$ 1.264.718,00",Mineirão,22ª rodada do Campeonato Brasileiro B 2022,2 × 0,às 19:00
"terça-feira,",2022,9 de agosto,Cruzeiro,1.564,1.564,"R$ 53.700,00",Estádio do Café,23ª rodada do Campeonato Brasileiro B 2022,1 × 2,às 21:00
"sábado,",2022,13 de agosto,Chapecoense,19.828 (1.172 sócios),22.432,"R$ 1.816.425,00",Mané Garrincha,24ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 16:30
"domingo,",2022,21 de agosto,Cruzeiro,49.659,49.659,"R$ 2.521.280,00",Arena Grêmio,25ª rodada do Campeonato Brasileiro B 2022,2 × 2,às 16:00
"sexta-feira,",2022,26 de agosto,Náutico,18.447 (2.265 sócios),21.228,"R$ 600.345,33",Independência,26ª rodada do Campeonato Brasileiro B 2022,4 × 0,às 21:30
"terça-feira,",2022,30 de agosto,Cruzeiro,13.019,16.318,"R$ 152.097,00",Castelão-MA,27ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 19:00
"domingo,",2022,4 de setembro,Criciúma,52.776 (3.104 sócios),58.702,"R$ 2.478.008,00",Mineirão,28ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 16:00
"quinta-feira,",2022,8 de setembro,Operário-PR,47.692 (2.891 sócios),52.751,"R$ 1.930.442,00",Mineirão,29ª rodada do Campeonato Brasileiro B 2022,1 × 0,às 21:30
"sábado,",2022,17 de setembro,Cruzeiro,5.125,6.656,"R$ 89.494,00",Rei Pelé,30ª rodada do Campeonato Brasileiro B 2022,0 × 2,às 20:30
"quarta-feira,",2022,21 de setembro,Vasco,53.062 (2.845 sócios),59.204,"R$ 2.974.486,00",Mineirão,31ª rodada do Campeonato Brasileiro B 2022,3 × 0,às 21:00
"quarta-feira,",2022,28 de setembro,Cruzeiro,5.597,5.831,"R$ 88.605,00",Moisés Lucarelli,32ª rodada do Campeonato Brasileiro B 2022,1 × 4,às 19:00
"quarta-feira,",2022,5 de outubro,Ituano,50.289 (2.558 sócios),56.889,"R$ 2.217.114,00",Mineirão,33ª rodada do Campeonato Brasileiro B 2022,1 × 1,às 21:30
"domingo,",2022,9 de outubro,Cruzeiro,19.429,19.600,"R$ 732.560,00",Ilha do Retiro,34ª rodada do Campeonato Brasileiro B 2022,3 × 1,às 16:00
"sexta-feira,",2022,14 de outubro,Cruzeiro,9.529,10.000,"R$ 256.161,00",OBA,35º rodada do Campeonato Brasileiro B 2022,1 × 0,às 20:30
"terça-feira,",2022,18 de outubro,Guarani,17.453 (1.712 sócios),21.491,"R$ 451.018,00",Mineirão,36ª rodada do Campeonato Brasileiro B 2022,0 × 1,às 21:30
"quinta-feira,",2022,27 de outubro,Cruzeiro,2.765,3.118,"R$ 55.980,00",Jorge de Biasi,37ª rodada do Campeonato Brasileiro B 2022,1 × 4,às 19:00
"domingo,",2022,6 de novembro,CSA,54.059 (2.837 sócios),61.291,"R$ 2.755.188,50",Mineirão,38ª rodada do Campeonato Brasileiro B 2022,3 × 2,às 18:30
"sábado,",2023,21 de janeiro,Cruzeiro,3.697,3.997,"R$ 283.000,00",Pedro Alves do Nascimento,1ª rodada do Campeonato Mineiro 2023,1 × 2,às 19:00
"sábado,",2023,28 de janeiro,Athletic-MG,19.400 (1.900 sócios),21.557,"R$ 639.615,00",Independência,2ª rodada do Campeonato Mineiro 2023,1 × 1,às 10:30
"sábado,",2023,4 de fevereiro,Cruzeiro,11.165,13.631,"R$ 1.043.551,12",Mané Garrincha,3ª rodada do Campeonato Mineiro 2023,1 × 0,às 16:30
"terça-feira,",2023,7 de fevereiro,Pouso Alegre,13.130 (1.604 sócios),14.968,"R$ 365.072,00",Independência,4ª rodada do Campeonato Mineiro 2023,0 × 1,às 21:30
"segunda-feira,",2023,13 de fevereiro,Atlético-MG,18.384 (2.066 sócios),20.449,"R$ 831.964,50",Independência,5ª rodada do Campeonato Mineiro 2023,1 × 1,às 20:00
"sábado,",2023,18 de fevereiro,Cruzeiro,2.745,3.245,"R$ 100.350,00",Castor Cifuentes,6ª rodada do Campeonato Mineiro 2023,0 × 4,às 19:30
"quinta-feira,",2023,23 de fevereiro,Cruzeiro,1.982,2.790,"R$ 76.825,00",Ronaldão,7ª rodada do Campeonato Mineiro 2023,1 × 2,às 19;30
"sábado,",2023,4 de março,Democrata-SL,4.588 (658 sócios),6.589,"R$ 405.888,00",Kléber Andrade,8ª rodada do Campeonato Mineiro 2023,1 × 1,às 16:30
"sábado,",2023,11 de março,América-MG,17.500 (1.512 sócios),19.227,"R$ 625.347,50",Arena do Jacaré,Jogo de ida - Semi-Final do Campeonato Mineiro 2023,0 × 2,às 16:30
"domingo,",2023,19 de março,Cruzeiro,5.109,5.132,"R$ 219.500,00",Independência,Jogo de vota - SemiFinal do Campeonato Mineiro 2023,2 × 1,às 19:00
"quarta-feira,",2023,29 de março,Cruzeiro,3.904,3.904,Não informado,Marcelo Stefani,Amistosos 2023,2 × 3,às 19:00
"quinta-feira,",2023,13 de abril,Cruzeiro,4.523,6.435,"R$ 132.246,50",Aflitos,Jogo de ida - 3ª fase da Copa do Brasil 2023,1 × 0,às 19:00
"domingo,",2023,16 de abril,Cruzeiro,41.304,41.304,"R$ 2.681.550,00",Arena Corinthians,1ª rodada do Campeonato Brasileiro 2023,2 × 1,às 16:00
"sábado,",2023,22 de abril,Grêmio,19.543 (1.450 sócios),21.605,"R$ 787.057,00",Independência,2ª rodada do Campeonato Brasileiro 2023,1 × 0,às 21:00
"terça-feira,",2023,25 de abril,Náutico,19.489 (1.396 sócios),21.657,"R$ 554.127,00",Independência,Jogo de volta - 3ª fase da Copa do Brasil 2023,2 × 0,às 19:00
"sábado,",2023,29 de abril,Cruzeiro,4.829,4.829,"R$ 219.550,00",Nabi Abi Chedid,3ª rodada do Campeonato Brasileiro 2023,0 × 3,às 18:30
"sábado,",2023,6 de maio,Santos,19.041 (1.664 sócios),21.191,"R$ 742.068,00",Independência,4ª rodada do Campeonato Brasileiro 2023,2 × 1,às 16:00
"quarta-feira,",2023,10 de maio,Fluminense,48.440 (2.210 sócios),51.846,"R$ 2.513.295,00",Mineirão,5ª rodada do Campeonato Brasileiro 2023,0 × 2,às 21:30
"domingo,",2023,14 de maio,Cruzeiro,3.148,4.295,"R$ 208.650,00",Independência,6ª rodada do Campeonato Brasileiro 2023,0 × 4,às 18:30
"quarta-feira,",2023,17 de maio,Cruzeiro,27.522,27.522,"R$ 1.584.033,00",Arena Grêmio,Jogo de ida - Oitavas de final da Copa do Brasil 2023,1 × 1,às 19:30
"segunda-feira,",2023,22 de maio,Cuiabá,14.214 (0 sócios),15.722,"R$ 314.349,00",Arena do Jacaré,7ª rodada do Campeonato Brasileiro 2023,0 × 1,às 20:00
"sábado,",2023,27 de maio,Cruzeiro,61.094,65.270,"R$ 3.669.392,50",Maracanã,8ª rodada do Campeonato Brasileiro 2023,1 × 1,às 18:30
"quarta-feira,",2023,31 de maio,Grêmio,37.310 (1.960 sócios),41.090,"R$ 1.961.605,00",Mineirão,Jogo de volta - Oitavas de Final da Copa do Brasil 2023,0 × 1,às 20:00
"sábado,",2023,3 de junho,Atlético-MG,31.889,34.344,"R$ 3.370.725,00",Parque do Sabiá,9ª rodada do Campeonato Brasileiro 2023,0 × 1,às 18:30
"sábado,",2023,10 de junho,Cruzeiro,33.679,33.679,"R$ 1.003.337,00",Fonte Nova,10ª rodada do Campeonato Brasileiro 2023,2 × 2,às 18:30
"quarta-feira,",2023,21 de junho,Fortaleza,25.532,28.494,"R$ 910.074,00",Mineirão,11ª rodada do Campeonato Brasileiro 2023,0 × 1,às 19:00
"sábado,",2023,24 de junho,São Paulo,15.273,17.478,"R$ 702.316,50",Independência,12ª rodada do Campeonato Brasileiro 2023,1 × 0,às 21:00
"sábado,",2023,1 de julho,Cruzeiro,24.672,24.672,"R$ 1.081.150,00",Beira-Rio,13ª rodada do Campeonato Brasileiro 2023,0 × 0,às 21:00
"sábado,",2023,8 de julho,Cruzeiro,0,0,"R$ 0,00",São Januário,14ª rodada do Campeonato Brasileiro 2023,0 × 1,às 16:00
"domingo,",2023,16 de julho,Coritiba,20.077 (1.298 sócios),22.123,"R$ 983.016,25",Independência,15ª rodada do Campeonato Brasileiro 2023,0 × 0,às 11:00
"domingo,",2023,23 de julho,Goiás,19.672 (1.418 sócios),21.688,"R$ 922.091,50",Independência,16ª rodada do Campeonato Brasileiro 2023,0 × 1,às 16:00
"sábado,",2023,29 de julho,Cruzeiro,22.730,22.730,"R$ 892.720,00",Arena da Baixada,17ª rodada do Campeonato Brasileiro 2023,3 × 3,às 16:00
"domingo,",2023,6 de agosto,Botafogo,41.773 (6.201 sócios),44.759,"R$ 2.368.777,50",Mineirão,18ª rodada do Campeonato Brasileiro 2023,0 × 0,às 18:30
"segunda-feira,",2023,14 de agosto,Cruzeiro,38.555,38.555,"R$ 2.485.779,06",Allianz Parque,19ª rodada do Campeonato Brasileiro 2023,1 × 0,às 19:00
"sábado,",2023,19 de agosto,Corinthians,33.198 (27.576 sócios),36.202,"R$ 1.813.687,50",Mineirão,20ª rodada - Campeonato Brasileiro 2023,1 × 1,às 21:00
"domingo,",2023,27 de agosto,Cruzeiro,23.098,24.938,"R$ 1.390.746,00",Arena Grêmio,21ª rodada do Campeonato Brasileiro 2023,3 × 0,às 19:00
"domingo,",2023,3 de setembro,Red Bull Bragantino,26.695 (1.428 sócios),29.417,"R$ 895.180,00",Mineirão,22ª rodada do Campeonato Brasileiro 2023,0 × 0,às 18:30
"quinta-feira,",2023,14 de setembro,Cruzeiro,12.244,12.244,"R$ 522.902,50",Vila Belmiro,23ª rodada do  Campeonato Brasileiro 2023,0 × 3,às 19:00
"quarta-feira,",2023,20 de setembro,Cruzeiro,27.953,28.985,"R$ 1.134.899,50",Maracanã,24ª rodada do Campeonato Brasileiro 2023,1 × 0,às 21:30
"domingo,",2023,1 de outubro,América-MG,41.386 (2.474 sócios),44.279,"R$ 1.903.920,00",Mineirão,25ª rodada do Campeonato Brasileiro 2023,1 × 1,às 16:00
"sábado,",2023,14 de outubro,Cruzeiro,10.791,12.100,"R$ 339.725,00",Arena Pantanal,26ª rodada do Campeonato Brasileiro 2023,0 × 0,às 21:00
"quinta-feira,",2023,19 de outubro,Flamengo,32.647 (19.514 sócios),37.073,"R$ 1.590.985,00",Mineirão,27ª rodada do Campeonato Brasileiro 2023,0 × 2,às 19h
"domingo,",2023,22 de outubro,Cruzeiro,36.633,42.058,"R$ 3.034.566,50",Arena MRV,28ª rodada do Campeonato Brasileiro 2023,0 × 1,às 16h
"quarta-feira,",2023,25 de outubro,Bahia,33.303 (5.235 sócios),36.104,"R$ 1.276.990,00",Mineirão,29ª rodada do Campeonato Brasileiro 2023,3 × 0,às 20:00
"quinta-feira,",2023,2 de novembro,Cruzeiro,50.570,50.570,"R$ 3.115.984,00",Morumbi,31ª rodada do Campeonato Brasileiro 2023,1 × 0,às 20:00
"domingo,",2023,5 de novembro,Internacional,33.350 (14.524 sócios),36.801,"R$ 1.467.220,00",Mineirão,32ª rodada do Campeonato Brasileiro 2023,1 × 2,às 16:00
"sábado,",2023,11 de novembro,Cruzeiro,6.137,6.137,"R$ 181.620,00",Durval  Britto,34ª rodada do Campeonato Brasileiro 2023,1 × 0,às 19:00
"sábado,",2023,18 de novembro,Cruzeiro,30.144,30.804,"R$ 328.787,00",Castelão-CE,30ª rodada do Campeonato Brasileiro 2023,0 × 1,às 18:30
"quarta-feira,",2023,22 de novembro,Vasco,0,0,"R$ 0,00",Mineirão,33ª rodada do Campeonato Brasileiro 2023,2 × 2,às 19:00
"segunda-feira,",2023,27 de novembro,Cruzeiro,6.463,9.143,"R$ 178.900,00",Serrinha,35ª rodada do Campeonato Brasileiro 2023,0 × 1,às 20:00
"quinta-feira,",2023,30 de novembro,Athletico,33.805 (13.815 sócios),36.696,"R$ 1.519.277,50",Mineirão,36ª rodada do Campeonato Brasileiro 2023,1 × 1,às 20:00
"domingo,",2023,3 de dezembro,Cruzeiro,13.159,15.462,"R$ 511.260,00",Nilton Santos,37ª rodada do Campeonato Brasileiro 2023,0 × 0,às 18:30
"quarta-feira,",2023,6 de dezembro,Palmeiras,37.724 (9.885 sócios),44.190,"R$ 1.675.735,00",Mineirão,38ª rodada do Campeonato Brasileiro 2023,1 × 1,às 21:30
"quarta-feira,",2024,24 de janeiro,Cruzeiro,3.240,3.896,"R$ 183.682,00",Castor Cifuentes,1ª rodada do Campeonato Mineiro 2024,1 × 2,às 19:00
"sábado,",2024,27 de janeiro,Athletic-MG,10.788 (3.225 sócios),12.628,"R$ 338.655,00",Arena do Jacaré,2ª rodada do Campeonato Mineiro 2024,1 × 1,às 16:30
"sábado,",2024,3 de fevereiro,Cruzeiro,38.014,42.585,"R$ 2.518.164,34",Arena MRV,3ª rodada do Campeonato Mineiro 2024,0 × 2,às 19:30
"sexta-feira,",2024,9 de fevereiro,Patrocinense,16.007 (2.877 sócios),19.502,"R$ 497.132,50",Mineirão,4ª rodada do Campeonato Mineiro 2024,3 × 0,às 16:30
"quinta-feira,",2024,15 de fevereiro,América-MG,36.078 (2.315 sócios),39.086,"R$ 1.557.370,00",Mineirão,5ª rodada do Campeonato Mineiro 2024,0 × 2,às 20:00
"domingo,",2024,18 de fevereiro,Cruzeiro,8.023,8.523,"R$ 791.660,00",Mamudão,6ª rodada do Campeonato Mineiro 2024,1 × 3,às 18:30
"quarta-feira,",2024,21 de fevereiro,Cruzeiro,2.430,2.930,"R$ 34.600,00",Marizão-PB,Jogo único - 1ª fase da Copa do Brasil 2024,2 × 0,às 19:15
"domingo,",2024,25 de fevereiro,Cruzeiro,4.363,4.968,"R$ 433.532,80",Parque do Sabiá,7ª rodada do Campeonato Mineiro 2024,0 × 2,às 11:00
"sábado,",2024,2 de março,Uberlândia,29.712 (1.567 sócios),32.868,"R$ 1.404.071,00",Mineirão,8ª rodada do Campeonato Mineiro 2024,2 × 0,às 16:30
"domingo,",2024,10 de março,Cruzeiro,Não disponível,Não disponível,Não informado,Ipatingão,Jogo de ida - Semifinal do Campeonato Mineiro 2024,0 × 0,às 19:30
"sábado,",2024,16 de março,Tombense,35.980 (1.790 sócios),40.158,"R$ 1.689.992,50",Mineirão,Jogo de volta - Semifinal do Campeonato Mineiro 2024,3 × 1,às 16:30
"sábado,",2024,30 de março,Cruzeiro,38.078,42.592,"R$ 3.037.109,32",Arena MRV,Jogo de ida - Final do Campeonato Mineiro 2024,2 × 2,às 16:30
