dia_semana,ano,data,adversario,publico_pagante,publico_presente,renda_bruta,estadio,campeonato,placar,horario
"domingo,",2011,23 de janeiro,Cruzeiro,1.243,Não disponível,"R$ 12.820,00",Parque do Sabiá,Amistoso 2011,0 × 3,às 17:00
"domingo,",2011,30 de janeiro,Caldense,4.151,Não disponível,"R$ 82.980,00",Arena do Jacaré,1ª rodada do Campeonato Mineiro 2011,3 × 0,às 17:00
"domingo,",2011,6 de fevereiro,Cruzeiro,4.144,Não disponível,"R$ 55.230,00",Castor Cifuentes,2ª rodada do Campeonato Mineiro 2011,0 × 1,às 19:30
"sábado,",2011,12 de fevereiro,Atlético-MG,9.793,Não disponível,"R$ 267.256,88",Arena do Jacaré,3º rodada do Campeonato Mineiro 2011,3 × 4,às 19:30
"quarta-feira,",2011,16 de fevereiro,Estudiantes,10.955,Não disponível,"R$ 377.267,50",Arena do Jacaré,1ª Rodada - Fase de Grupos da Copa Libertadores da América 2011,5 × 0,às 22:00
"sábado,",2011,19 de fevereiro,Ipatinga,1.664,2.045,"R$ 25.108,13",Arena do Jacaré,4ª rodada do Campeonato Mineiro 2011,2 × 0,às 17:00
"terça-feira,",2011,22 de fevereiro,Guarani-PAR,12.067,13.271,"R$ 275.668,02",Arena do Jacaré,2ª rodada - Fase de Grupos da Copa Libertadores da América 2011,4 × 0,às 19:15
"sábado,",2011,26 de fevereiro,Cruzeiro,5.000,Não disponível,"R$ 111.350,00",Arena do Dragão,5ª rodada da Campeonato Mineiro 2011,1 × 2,às 16:00
"quarta-feira,",2011,2 de março,Cruzeiro,Não disponível,Não disponível,Não informado,Manuel Toro,3ª rodada - Fase de Grupos da Copa Libertadores da América 2011,0 × 0,às 19:30
"quarta-feira,",2011,9 de março,Cruzeiro,4.349,Não disponível,"R$ 60.880,00",Mário Helênio,10ª rodada do Campeonato Mineiro 2011,0 × 0,às 22:00
"domingo,",2011,13 de março,Democrata-GV,1.217,Não disponível,"R$ 19.587,50",Arena do Jacaré,6ª rodada do Campeonato Mineiro 2011,7 × 0,às 16:00
"quarta-feira,",2011,16 de março,Tolima,8.198,Não disponível,"R$ 187.000,00",Arena do Jacaré,4ª rodada - Fase de Grupos da Copa Libertadores da América 2011,6 × 1,às 21:50
"sábado,",2011,19 de março,Funorte,3.641,Não disponível,"R$ 46.062,50",Arena do Jacaré,7ª rodada do Campeonato Mineiro 2011,3 × 0,às 16:00
"domingo,",2011,27 de março,Cruzeiro,13.252,Não disponível,"R$ 385.850,00",Dilzon Melo,8ª rodada do Campeonato Mineiro 2011,2 × 3,às 16:00
"quarta-feira,",2011,30 de março,Cruzeiro,Não disponível,Não disponível,Não informado,Defensores del Chaco,5ª rodada - Fase de Grupo da Copa Libertadores da América 2011,0 × 2,às 22:00
"domingo,",2011,3 de abril,Guarani-MG,5.098,Não disponível,"R$ 76.702,50",Arena do Jacaré,9ª rodada do Campeonato Mineiro 2011,4 × 1,às 16:00
"quarta-feira,",2011,13 de abril,Cruzeiro,Não disponível,Não disponível,Não informado,Ciudad de La Plata,6ª rodada - Fase de Grupos da Copa Libertadores da América 2011,0 × 3,às 21:50
"quarta-feira,",2011,27 de abril,Cruzeiro,Não disponível,Não disponível,Não informado,Palo Grande,Jogo de ida - Oitavas de final da Copa Libertadores da América 2009,1 × 2,às 21:50
"domingo,",2011,17 de abril,Cruzeiro,3.336,Não disponível,"R$ 47.140,00",Uberabão,11ª rodada do Campeonato Mineiro 2011,0 × 1,às 16:00
"sábado,",2011,23 de abril,Cruzeiro,3.910,Não disponível,"R$ 91.910,00",Nassri Mattar,Jogo de ida - Semi-Final do Campeonato Mineiro 2011,1 × 8,às 18:30
"domingo,",2011,1 de maio,América-TO,4.037,Não disponível,"R$ 35.469,43",Arena do Jacaré,Jogo de volta - Semi-Final do Campeonato Mineiro 2011,5 × 1,às 16:00
"quarta-feira,",2011,4 de maio,Once Caldas,14.972,15.962,"R$ 352.780,39",Arena do Jacaré,Jogo de volta - Oitavas de final da Copa Libertadores da América 2009,0 × 2,às 21:50
"domingo,",2011,8 de maio,Cruzeiro,17.729,Não disponível,"R$ 120.640,00",Arena do Jacaré,Jogo de ida - Final do Campeonato Mineiro 2011,2 × 1,às 16:00
"domingo,",2011,15 de maio,Atlético-MG,17.384 (1.763 sócios),17.384,"R$ 293.415,81",Arena do Jacaré,Jogo de volta - Final do Campeonato Mineiro 2011,2 × 0,às 16:00
"domingo,",2011,22 de maio,Cruzeiro,10.231,Não disponível,"R$ 120.670,00",Orlando Scarpelli,1ª rodada do Campeonato Brasileiro 2011,1 × 0,às 16:00
"domingo,",2011,29 de maio,Palmeiras,9.080 (865 sócios),Não disponível,"R$ 147.838,25",Arena do Jacaré,2ª rodada do Campeonato Brasileiro 2011,1 × 1,às 16:00
"domingo,",2011,5 de junho,Cruzeiro,4.530,Não disponível,"R$ 131.365,00",Engenhão,3ª rodada do Campeonato Brasileiro 2011,2 × 1,às 16:00
"sábado,",2011,11 de junho,Santos,6.073 (668 sócios),7.133,"R$ 104.820,00",Arena do Jacaré,4ª rodada do Campeonato Brasileiro 2011,1 × 1,às 18:30
"sábado,",2011,18 de junho,Cruzeiro,5.027,5.627,"R$ 87.145,00",Arena do Jacaré,5ª rodada do Campeonato Brasileiro 2011,1 × 1,às 21:00
"sábado,",2011,25 de junho,Coritiba,5.252 (588 sócios),6.442,"R$ 90.783,75",Arena do Jacaré,6ª rodada do Campeonato Brasileiro 2011,2 × 1,às 21:00
"quarta-feira,",2011,29 de junho,Cruzeiro,5.474,Não disponível,"R$ 128.825,00",São Januário,7ª rodada Campeonato Brasileiro 2011,0 × 3,às 19:30
"quarta-feira,",2011,6 de julho,Grêmio,10.652 (1.100 sócios),Não disponível,"R$ 175.335,00",Arena do Jacaré,7ª rodada do Campeonato Brasileiro 2011,2 × 0,às 19:30
"sábado,",2011,9 de julho,Cruzeiro,11.965,Não disponível,"R$ 284.320,00",Morumbi,8ª rodada do Campeonato Brasileiro 2011,2 × 1,às 18:30
"domingo,",2011,17 de julho,Bahia,6.666 (625 sócios),7.804,"R$ 108.625,00",Arena do Jacaré,10ª rodada do Campeonato Brasileiro 2011,2 × 1,às 18:30
"domingo,",2011,24 de julho,Cruzeiro,34.462,37.733,"R$ 1.275.456,50",Pacaembu,11ª rodada do Campeonato Brasileiro 2011,0 × 1,às 16:00
"quarta-feira,",2011,27 de julho,Cruzeiro,5.593,Não disponível,"R$ 98.100,00",Serra Dourada,12ª rodada do Campeonato Brasileiro 2011,2 × 0,às 19:30
"sábado,",2011,30 de julho,Botafogo,7.821 (700 sócios),9.144,"R$ 128.852,50",Arena do Jacaré,13ª rodada do Campeonato Brasileiro 2011,0 × 1,às 18:30
"quarta-feira,",2011,3 de agosto,Flamengo,14.863 (1.240 sócios),16.232,"R$ 252.659,80",Arena do Jacaré,14ª rodada do Campeonato Brasileiro 2011,0 × 1,às 22:00
"domingo,",2011,7 de agosto,Cruzeiro,14.117,16.286,"R$ 216.240,00",Beira-Rio,15ª rodada do Campeonato Brasileiro 2011,3 × 2,às 16:00
"sábado,",2011,13 de agosto,Avaí,6.642 (10 sócios),Não disponível,"R$ 120.472,50",Parque do Sabiá,16ª rodada do Campeonato Brasileiro 2011,5 × 0,às 18:30
"quarta-feira,",2011,17 de agosto,Cruzeiro,14.977,Não disponível,"R$ 215.450,00",Arena da Baixada,17ª rodada do Campeonato Brasileiro 2011,2 × 1,às 19:30
"sábado,",2011,20 de agosto,Ceará,6.478 (9 sócios),Não disponível,"R$ 111.076,25",Parque do Sabiá,18ª rodada do Campeonato Brasileiro 2011,1 × 0,às 18:30
"domingo,",2011,28 de agosto,Cruzeiro,16.720,17.622,"R$ 85.640,00",Arena do Jacaré,19ª rodada do Campeonato Brasileiro 2011,1 × 2,às 18:00
"quarta-feira,",2011,31 de agosto,Figueirense,14.738 (25 sócios),Não disponível,"R$ 229.915,00",Ipatingão,20ª rodada do Campeonato Brasileiro 2011,2 × 4,às 20:30
"domingo,",2011,4 de setembro,Cruzeiro,10.345,Não disponível,"R$ 313.327,00",Pacaembu,21ª rodada do Campeonato Brasileiro 2011,1 × 1,às 16:00
"quarta-feira,",2011,7 de setembro,Fluminense,9.256 (10 sócios),9.256,"R$ 195.850,00",Parque do Sabiá,22ª rodada do Campeonato Brasileiro 2011,1 × 2,às 22:00
"sábado,",2011,10 de setembro,Cruzeiro,9.367,Não disponível,"R$ 239.195,00",Vila Belmiro,23ª rodada do Campeonato Brasileiro 2011,1 × 0,às 18:00
"domingo,",2011,18 de setembro,América-MG,7.133 (759 sócios),8.915,"R$ 128.905,00",Arena do Jacaré,24ª rodada do Campeonato Brasileiro 2011,0 × 0,às 18:00
"quarta-feira,",2011,21 de setembro,Cruzeiro,17.766,Não disponível,"R$ 216.740,00",Couto Pereira,25ª rodada do Campeonato Brasileiro 2011,2 × 1,às 20:30
"domingo,",2011,25 de setembro,Vasco,6.348 (695 sócios),6.348,"R$ 104.882,50",Arena do Jacaré,26ª rodada do Campeonato Brasileiro 2011,0 × 3,às 16:00
"domingo,",2011,2 de outubro,Cruzeiro,17.507,Não disponível,"R$ 329.350,00",Olímpico,27ª rodada do Campeonato Brasileiro 2011,2 × 0,às 18:00
"quarta-feira,",2011,5 de outubro,São Paulo,9.944 (709 sócios),11.113,"R$ 108.375,00",Arena do Jacaré,28ª rodada do Campeonato Brasileiro 2011,3 × 3,às 21:50
"quarta-feira,",2011,12 de outubro,Cruzeiro,13.904,Não disponível,"R$ 265.110,00",Pituaçu,29ª rodada do Campeonato Brasileiro 2011,0 × 0,às 21:50
"domingo,",2011,16 de outubro,Corinthians,17.004 (1.038 sócios),17.004,"R$ 189.185,00",Arena do Jacaré,30ª rodada do Campeonato Brasileiro 2011,0 × 1,às 16:00
"domingo,",2011,23 de outubro,Atlético-GO,5.595 (506 sócios),6.095,"R$ 52.728,00",Arena do Jacaré,31ª rodada do Campeonato Brasileiro 2011,3 × 2,às 18:00
"sábado,",2011,29 de outubro,Cruzeiro,15.724,Não disponível,"R$ 255.790,00",Engenhão,32ª rodada do Campeonato Brasileiro 2011,1 × 0,às 18:00
"domingo,",2011,6 de novembro,Cruzeiro,34.436,39.842,"R$ 586.810,00",Engenhão,33ª rodada do Campeonato Brasileiro 2011,5 × 1,às 17:00
"domingo,",2011,13 de novembro,Internacional,16.967 (1.375 sócios),18.000,"R$ 106.588,00",Arena do Jacaré,34ª rodada do Campeonato Brasileiro 2011,1 × 0,às 19:00
"quarta-feira,",2011,16 de novembro,Cruzeiro,2.842,Não disponível,"R$ 23.240,00",Ressacada,35ª rodada do Campeonato Brasileiro 2011,0 × 0,às 21:50
"domingo,",2011,20 de novembro,Atlético-PR,18.139 (1.499 sócios),Não disponível,"R$ 118.591,75",Arena do Jacaré,36ª rodada do Campeonato Brasileiro 2011,1 × 1,às 17:00
"domingo,",2011,27 de novembro,Cruzeiro,17.331,Não disponível,"R$ 323.179,00",Presidente Vargas,37ª rodada do Campeonato Brasileiro 2011,2 × 2,às 17:00
"domingo,",2011,4 de dezembro,Atlético-MG,18.500 (1.500 sócios),18.550,"R$ 258.564,00",Arena do Jacaré,38ª rodada do Campeonato Brasileiro 2011,6 × 1,às 17:00
"domingo,",2012,22 de janeiro,América-MG,2.170,2.170,"R$ 22.475,00",Parque do Sabiá,Amistosos 2012,2 × 3,às 17:00
"sábado,",2012,28 de janeiro,Cruzeiro,10.000,12.000,Não informado,Arena do Sapo,Amistoso 2012,1 × 2,às 16:00
"domingo,",2012,5 de fevereiro,Guarani-MG,4.825 (786 sócios),5.631,"R$ 85.033,25",Arena do Jacaré,2ª rodada do Campeonato Mineiro 2012,0 × 1,às 17:00
"domingo,",2012,12 de fevereiro,Tupi,1.923 (360 sócios),2.368,"R$ 33.540,25",Arena do Jacaré,3ª rodada do Campeonato Mineiro 2012,3 × 0,às 17:00
"quinta-feira,",2012,16 de fevereiro,Cruzeiro,3.120,4.030,"R$ 82.600,00",Farião,1ª rodada do Campeonato Mineiro,2 × 4,às 19:30
"sábado,",2012,25 de fevereiro,Cruzeiro,8.650,Não disponível,"R$ 113.975,00",Mamudão,4ª rodada do Campeonato Mineiro 2012,0 × 2,às 17:00
"sábado,",2012,3 de março,América-TO,3.098 (527 sócios),4.375,"R$ 50.010,00",Arena do Jacaré,5ª rodada do Campeonato Mineiro 2012,2 × 0,às 16:00
"quarta-feira,",2012,7 de março,Cruzeiro,5.174,Não disponível,"R$ 113.420,00",Arena da Floresta,1ª fase - Copa do Brasil 2012,0 × 6,às 22:00
"domingo,",2012,11 de março,Villa Nova-MG,3.561 (586 sócios),Não disponível,"R$ 57.717,00",Arena do Jacaré,6ª rodada do Campeonato Mineiro 2012,2 × 0,às 16:00
"domingo,",2012,18 de março,Cruzeiro,Não disponível,Não disponível,Não informado,Ronaldão,7ª rodada do Campeonato Mineiro 2012,0 × 5,às 16:00
"domingo,",2012,25 de março,América-MG,10.337 (1.190 sócios),10.337,"R$ 174.823,50",Arena do Jacaré,8º rodada do Campeonato Mineiro 2012,2 × 1,às 16:00
"sábado,",2012,31 de março,Cruzeiro,11.186,Não disponível,"R$ 295.790,00",Melão,9ª rodada do Campeonato Mineiro 2012,0 × 2,às 17:00
"domingo,",2012,8 de abril,Cruzeiro,17.724,18.334,"R$ 325.240,00",Arena do Jacaré,10ª rodada do Campeonato Mineiro 2012,2 × 2,às 16:00
"quarta-feira,",2012,11 de abril,Cruzeiro,7.085,Não disponível,"R$ 102.760,00",Arena Condá,Jogo de ida - 2ª fase da Copa do Brasil 2012,1 × 1,às 22:00
"domingo,",2012,15 de abril,Uberaba,3.439 (350 sócios),Não disponível,"R$ 113.000,00",Arena do Calçado,11ª rodada do Campeonato Mineiro 2012,3 × 2,às 16:00
"quarta-feira,",2012,18 de abril,Chapecoense,4.078,5.311,"R$ 66.990,00",Arena do Jacaré,Jogo de volta - 2ª fase da Copa do Brasil 2012,4 × 1,às 21:50
"domingo,",2012,22 de abril,Cruzeiro,4.587,Não disponível,"R$ 112.417,00",Arena do Jacaré,Jogo de ida -  Semi-Final do Campeonato Mineiro 2012,3 × 2,às 18:30
"domingo,",2012,29 de abril,América-MG,17.780 (1.873 sócios),18.351,"R$ 301.056,00",Arena do Jacaré,Jogo de volta - Semi-Final do Campeonato Mineiro 2012,1 × 2,às 16:00
"quarta-feira,",2012,2 de maio,Cruzeiro,6.581,Não disponível,"R$ 92.360,00",Durival de Britto,Jogo de ida - Oitavas de Final da Copa do Brasil 2012,1 × 0,às 21:50
"quarta-feira,",2012,9 de maio,Atlético-PR,8.769,Não disponível,"R$ 156.707,00",Arena do Jacaré,Jogo de volta - Oitavas de final da Copa do Brasil 2012,1 × 2,às 22:00
"domingo,",2012,20 de maio,Atlético-GO,3.952 (22 sócios),3.952,"R$ 89.775,00",Parque do Sabiá,1ª rodada do Campeonato Brasileiro 2012,0 × 0,às 18:30
"sábado,",2012,26 de maio,Cruzeiro,4.531,12.531,"R$ 202.930,00",Estádio dos Aflitos,2ª rodada do Campeonato Brasileiro 2012,0 × 0,às 21:00
"quinta-feira,",2012,7 de junho,Cruzeiro,5.256,6.900,"R$ 206.890,00",Engenhão,3ª rodada do Campeonato Brasileiro 2012,2 × 3,às 21:00
"domingo,",2012,10 de junho,Sport,4.574 (26 sócios),4.574,"R$ 121.725,00",Melão,4ª rodada do Campeonato Brasileiro 2012,1 × 0,às 18:30
"sábado,",2012,16 de junho,Figueirense,17.883 (4.115 sócios),17.883,"R$ 426.545,00",Independência,5ª rodada do Campeonato Brasileiro 2012,1 × 0,às 18:30
"sábado,",2012,23 de junho,Cruzeiro,14.500,18.337,"R$ 460.970,00",São Januário,6ª rodada do Campeonato Brasileiro 2012,1 × 3,às 18:30
"sábado,",2012,30 de junho,São Paulo,17.695 (4.751 sócios),17.695,"R$ 605.905,00",Independência,7ª rodada do Campeonato Brasileiro 2012,2 × 3,às 16:20
"sábado,",2012,7 de julho,Cruzeiro,9.349,10.891,"R$ 173.590,00",Beira-Rio,8ª rodada do Campeonato Brasileiro 2012,2 × 1,às 18:30
"domingo,",2012,15 de julho,Grêmio,15.523 (4.626 sócios),15.523,"R$ 437.659,00",Independência,9ª rodada do Campeonato Brasileiro 2002,1 × 3,às 16:00
"quarta-feira,",2012,18 de julho,Cruzeiro,2.409,Não disponível,"R$ 69.400,00",Canindé,10ª rodada do Campeonato Brasileiro 2012,0 × 2,às 20:30
"domingo,",2012,22 de julho,Flamengo,16.277 (4.178 sócios),16.277,"R$ 495.580,00",Independência,11ª rodada do Campeonato Brasileiro 2012,1 × 0,às 16:00
"quarta-feira,",2012,25 de julho,Cruzeiro,28.759,30.058,"R$ 891.923,00",Pacaembu,12ª rodada do Campeonato Brasileiro 2012,2 × 0,às 21:50
"domingo,",2012,29 de julho,Palmeiras,11.512 (3.505 sócios),11.512,"R$ 286.315,00",Independência,13ª rodada do Campeonato Brasileiro 2012,2 × 1,às 18:30
"domingo,",2012,5 de agosto,Ponte Preta,15.103 (4.026 sócios),15.103,"R$ 393.565,00",Independência,14ª rodada do Campeonato Brasileiro 2012,1 × 2,às 18:30
"quarta-feira,",2012,8 de agosto,Cruzeiro,3.715,Não disponível,"R$ 73.475,00",Vila Belmiro,15ª rodada do Campeonato Brasileiro 2012,4 × 2,às 21:50
"sábado,",2012,11 de agosto,Cruzeiro,8.946,Não disponível,"R$ 124.920,00",Pituaçu,16ª rodada do Campeonato Brasileiro 2012,0 × 1,às 18:30
"quarta-feira,",2012,15 de agosto,Fluminense,13.551 (3.637 sócios),13.551,"R$ 366.000,00",Independência,17ª rodada do Campeonato Brasileiro 2012,1 × 1,às 19:30
"domingo,",2012,19 de agosto,Cruzeiro,11.739,13.423,"R$ 154.669,00",Couto Pereira,18ª rodada do Campeonato Brasileiro 2012,4 × 0,às 16:00
"domingo,",2012,26 de agosto,Atlético-MG,17.901 (5.415 sócios),17.901,"R$ 482.270,00",Independência,19ª rodada do Campeonato Brasileiro 2012,2 × 2,às 18:30
"quarta-feira,",2012,29 de agosto,Cruzeiro,2.675,Não disponível,"R$ 66.010,00",Serra Dourada,20ª rodada do Campeonato Brasileiro 2012,0 × 2,às 22:00
"domingo,",2012,2 de setembro,Náutico,11.673 (3.630 sócios),Não disponível,"R$ 278.795,00",Independência,21ª rodada do Campeonato Brasileiro 2012,3 × 0,às 18:30
"quarta-feira,",2012,9 de setembro,Botafogo,13.957 (4.314 sócios),Não disponível,"R$ 335.880,00",Independência,22ª rodada do Campeonato Brasileiro 2012,1 × 3,às 22:00
"domingo,",2012,9 de setembro,Cruzeiro,13.562,Não disponível,"R$ 87.475,00",Ilha do Retiro,23ª rodada do Campeonato Brasileiro 2012,2 × 1,às 18:30
"quarta-feira,",2012,12 de setembro,Cruzeiro,7.225,Não disponível,"R$ 81.140,00",Orlando Scarpelli,24ª rodada do Campeonato Brasileiro 2012,2 × 0,às 19:30
"domingo,",2012,16 de setembro,Vasco,9.753 (0 sócios),Não disponível,"R$ 265.720,00",Melão,25ª rodada do Campeonato Brasileiro 2012,1 × 1,às 16:00
"domingo,",2012,23 de setembro,Cruzeiro,40.457,Não disponível,"R$ 1.007.782,00",Morumbi,26ª rodada do Campeonato Brasileiro 2012,1 × 0,às 16:00
"sábado,",2012,29 de setembro,Internacional,7.395 (80 sócios),7.395,"R$ 182.515,00",Melão,27ª rodada do Campeonato Brasileiro 2012,0 × 0,às 18:30
"sábado,",2012,6 de outubro,Cruzeiro,27.843,31.560,"R$ 800.912,00",Olímpico,28ª rodada do Campeonato Brasileiro 2012,2 × 1,às 18:30
"quarta-feira,",2012,10 de outubro,Portuguesa,2.344 (25 sócios),2.344,"R$ 38.260,00",Melão,29ª rodada do Campeonato Brasileiro 2012,2 × 0,às 19:30
"sábado,",2012,13 de outubro,Cruzeiro,16.922,20.233,"R$ 232.720,00",Engenhão,30ª rodada do Campeonato Brasileiro 2012,1 × 1,às 18:30
"quarta-feira,",2012,17 de outubro,Corinthians,7.233 (0 sócios),7.233,"R$ 371.340,00",Melão,31ª rodada do Campeonato Brasileiro 2012,2 × 0,às 22:00
"sábado,",2012,20 de outubro,Cruzeiro,9.873,Não disponível,"R$ 277.420,00",Arena da Fonte,32ª rodada do Campeonato Brasileiro 2012,2 × 0,às 18:30
"quinta-feira,",2012,25 de outubro,Cruzeiro,6.480,Não disponível,"R$ 58.475,00",Moisés Lucarelli,33ª rodada do Campeonato Brasileiro 2012,1 × 0,às 21:00
"sábado,",2012,3 de novembro,Santos,16.331 (2.818 sócios),16.331,"R$ 571.430,00",Independência,34ª rodada do Campeonato Brasileiro 2012,0 × 4,às 19:30
"domingo,",2012,11 de novembro,Bahia,7.772 (2.507 sócios),Não disponível,"R$ 165.885,00",Independência,35ª rodada do Campeonato Brasileiro 2012,3 × 1,às 19:30
"domingo,",2012,18 de novembro,Cruzeiro,28.438,35.167,"R$ 862.110,00",Engenhão,36ª rodada do Campeonato Brasileiro 2012,0 × 2,às 17:00
"domingo,",2012,25 de novembro,Coritiba,11.448 (2.711 sócios),Não disponível,"R$ 284.680,00",Independência,37ª rodada do Campeonato Brasileiro 2012,2 × 1,às 17:00
"domingo,",2012,2 de dezembro,Cruzeiro,21.232,Não disponível,"R$ 753.000,00",Independência,38ª rodada do Campeonato Brasileiro 2012,3 × 2,às 17:00
"domingo,",2013,27 de janeiro,Cruzeiro,5.000,Não disponível,Não informado,Arena do Sapo,Amistoso,1 × 4,às 17:00
"domingo,",2013,3 de fevereiro,Atlético-MG,52.989 (7.480 sócios),52.989,"R$ 3.677.635,00",Mineirão,3ª rodada do Campeonato Mineiro 2013,2 × 1,às 17:00
"quarta-feira,",2013,6 de fevereiro,América-TO,14.543,Não disponível,"R$ 596.705,00",Mineirão,1ª rodada do Campeonato Mineiro 2013,2 × 0,às 22:00
"domingo,",2013,17 de fevereiro,Cruzeiro,10.000,Não disponível,"R$ 303.250,00",Arena do Calçado,2ª rodada do Campeonato Mineiro 2013,0 × 0,às 18:30
"sábado,",2013,2 de março,Tombense,21.153,22.225,"R$ 898.780,00",Mineirão,4ª rodada do Campeonato Mineiro 2013,3 × 1,às 16:00
"domingo,",2013,10 de março,Cruzeiro,5.000,Não disponível,"R$ 186.000,00",Fausto Alvim,5ª rodada do Campeonato Mineiro 2013,2 × 3,às 16:00
"domingo,",2013,17 de março,Cruzeiro,5.597,Não disponível,"R$ 103.685,00",Melão,6ª rodada do Campeonato Mineiro 2013,1 × 4,às 16:00
"domingo,",2013,24 de março,Caldense,17.329,19.099,"R$ 720.604,00",Mineirão,7ª rodada do Campeonato Mineiro 2013,2 × 1,às 16:00
"sábado,",2013,30 de março,Cruzeiro,1.929,Não disponível,"R$ 50.575,00",Castor Cifuentes,8ª rodada do Campeonato Mineiro 2013,2 × 4,às 18:30
"domingo,",2013,7 de abril,Cruzeiro,29.808,31.011,"R$ 1.475.765,00",Mineirão,9ª rodada do Campeonato Mineiro 2013,1 × 4,às 16:00
"quarta-feira,",2013,10 de abril,Cruzeiro,11.384,Não disponível,"R$ 88.215,00",Rei Pelé,1ª fase da Copa do Brasil 2013,0 × 3,às 22:00
"terça-feira,",2013,16 de abril,Nacional-MG,11.467,12.536,"R$ 476.775,00",Mineirão,10ª rodada do Campeonato Mineiro 2013,5 × 0,às 19:30
"domingo,",2013,21 de abril,Cruzeiro,9.252,Não disponível,"R$ 128.390,00",Mário Helênio,11ª rodada do Campeonato Mineiro 2013,0 × 2,às 16:00
"domingo,",2013,28 de abril,Cruzeiro,2.789,Não disponível,"R$ 68.570,00",Castor Cifuentes,Jogo de ida - Quartas de final do Campeonato Mineiro 2013,0 × 4,às 16:00
"quarta-feira,",2013,1 de maio,Cruzeiro,620,969,"R$ 14.000,00",Raulino de Oliveira,Jogo de ida - 2ª fase da Copa do Brasil 2013,1 × 2,às 21:50
"quarta-feira,",2013,8 de maio,Villa Nova-MG,10.965,12.086,"R$ 427.755,00",Mineirão,Jogo de volta - Semi-Final do Campeonato Mineiro 2013,1 × 0,às 20:30
"domingo,",2013,12 de maio,Cruzeiro,19.442,Não disponível,"R$ 704.210,00",Independência,Jogo de ida - Final do Campeonato Mineiro 2013,3 × 0,às 16:00
"domingo,",2013,19 de maio,Atlético-MG,44.352,45.198,"R$ 1.840.710,00",Mineirão,Jogo de volta - Final do Campeonato Mineiro 2013,2 × 1,às 16:00
"quarta-feira,",2013,22 de maio,Resende,12.245,13.300,"R$ 465.700,00",Mineirão,Jogo de volta - 2ª fase da Copa do Brasil 2013,4 × 0,às 22:00
"domingo,",2013,26 de maio,Goiás,12.018 (8.772 sócios),12.018,"R$ 327.280,00",Independência,1ª rodada do Campeonato Brasileiro 2013,5 × 0,às 18:30
"quarta-feira,",2013,29 de maio,Cruzeiro,3.336,4.760,"R$ 41.700,00",Érton Coelho Queiroz,2ª rodada do Campeonato Brasileiro 2013,2 × 2,às 15h
"sábado,",2013,1 de junho,Cruzeiro,2.685,Não disponível,"R$ 89.875,00",Raulino de Oliveira,3ª rodada do Campeonato Brasileiro 2013,2 × 1,às 16:20
"quarta-feira,",2013,5 de junho,Corinthians,15.082 (5.670 sócios),Não disponível,"R$ 386.025,00",Arena do Jacaré,4ª rodada do Campeonato Brasileiro 2013,1 × 0,às 22:00
"sábado,",2013,8 de junho,Internacional,15.513 (5.785 sócios),Não disponível,"R$ 335.370,00",Arena do Jacaré,5ª rodada do Campeonato Brasileiro 2013,2 × 2,às 16:20
"domingo,",2013,23 de junho,Cruzeiro,5.724,Não disponível,Não informado,Lockhart,Amistoso 2013,0 × 4,às 20:30
"sábado,",2013,29 de junho,Cruzeiro,2.500,Não disponível,Não informado,Toyota Park,Amistoso 2013,1 × 2,às 17:00
"sábado,",2013,6 de julho,Cruzeiro,2.769,Não disponível,"R$ 78.860,00",Canindé,6ª rodada do Campeonato Brasileiro 2013,1 × 1,às 21:00
"terça-feira,",2013,9 de julho,Atlético-GO,11.317,12.403,"R$ 411.540,00",Mineirão,Jogo de ida - 3ª fase da Copa do Brasil 2013,5 × 0,às 21:50
"domingo,",2013,14 de julho,Náutico,15.528 (7.108 sócios),16.680,"R$ 639.980,00",Mineirão,7ª rodada do Campeonato Brasileiro 2013,3 × 0,às 18:30
"quarta-feira,",2013,17 de julho,Cruzeiro,1.280,Não disponível,"R$ 33.750,00",Serra Dourada,Jogo de volta - 3ª fase da Copa do Brasil 2013,0 × 1,às 19:30
"sábado,",2013,20 de julho,Cruzeiro,11.675,Não disponível,"R$ 325.545,00",Morumbi,8ª rodada do Campeonato Brasileiro 2013,0 × 3,às 18:30
"domingo,",2013,28 de julho,Atlético-MG,35.689 (13.509 sócios),36.012,"R$ 1.815.785,00",Mineirão,9ª rodada do Campeonato Brasileiro 2013,4 × 1,às 16:00
"quarta-feira,",2013,31 de julho,Cruzeiro,13.882,18.048,"R$ 397.505,00",Maracanã,10ª rodada do Campeonato Brasileiro 2013,1 × 0,às 19:30
"sábado,",2013,3 de agosto,Coritiba,25.108 (9.918 sócios),25.108,"R$ 1.298.440,00",Mineirão,11ª rodada do Campeonato Brasileiro 2013,1 × 0,às 18:30
"quarta-feira,",2013,7 de agosto,Cruzeiro,11.057,Não disponível,"R$ 135.330,00",Heriberto Hülse,12ª rodada do Campeonato Brasileiro 2013,1 × 2,às 19:30
"domingo,",2013,11 de agosto,Santos,27.533,27.709,"R$ 1.322.242,65",Mineirão,13ª rodada do Campeonato Brasileiro 2013,0 × 0,às 16:00
"quarta-feira,",2013,14 de agosto,Cruzeiro,16.529,17.330,"R$ 508.415,00",Arena Grêmio,14ª rodada do Campeonato Brasileiro 2013,3 × 1,às 21:50
"sábado,",2013,17 de agosto,Vitória,14.369 (7.754 sócios),15.014,"R$ 670.185,00",Mineirão,15ª rodada do Campeonato Brasileiro 2013,5 × 1,às 18:30
